id,date,phones_num,phb_fraud,phb_dirty,phb_all_bad,phb_all,phb_bad_perc,found_phones,phb_fraud_dir,phb_dirty_dir,phb_all_bad_dir,phb_all_dir,phb_bad_perc_dir,found_phones_dir,claims_percent,claims_num,appl_num,complaints_num,complaints_num_dir,mvd_request_num,bad_rep_tcb,total_case_cnt,total_defendant_case_cnt,total_defendant_case_amt,defendant_case_perc,rating_ya,ratings_cnt_ya,reviews_cnt_ya,rating_yell,reviews_cnt_yell,rating_2gis,reviews_cnt_2gis,rating_avito,reviews_cnt_avito
a7705303688a,2020-03-06 00:00:00,43,0.0,0.0,0.0,1074.0,0.0,18.0,,,,,,,,,,,,,,,,,,4.0,46.0,24.0,4.75,13.0,5.0,61.0,,
a6829133229a,2022-05-19 00:00:00,5,0.0,0.0,0.0,601.0,0.0,5.0,0.0,0.0,0.0,198.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a3102020467a,2022-06-03 00:00:00,5,0.0,1.0,1.0,774.0,0.13,5.0,,,,,,,,,,,,,,,,,,4.9,14096.0,2822.0,4.16666666666667,0.0,0.6,1.0,,
a1650130591a,2021-03-16 00:00:00,11,0.0,0.0,0.0,615.0,0.0,9.0,,,,,,,,,,,,,,,,,,3.8,29.0,6.0,4.5,0.0,0.0,0.0,,
a7720522853a,2019-09-05 00:00:00,119,0.0,0.0,0.0,1561.0,0.0,91.0,,,,,,,,,,,,,,,,,,0.0,1029.0,217.0,4.5,0.0,0.0,0.0,,
a7707081840a,2022-10-15 00:00:00,2,4.0,0.0,4.0,238.0,1.68,2.0,,,,,,,,,,,,,,,,,,3.4,7.0,0.0,4.5,0.0,0.0,0.0,,
a545112332838a,2022-07-14 00:00:00,2,0.0,0.0,0.0,5508.0,0.0,2.0,0.0,0.0,0.0,2477.0,0.0,2.0,,,,,,,,,,,,,,,,,,,3.7,3.0
a590421227390a,2022-08-23 00:00:00,1,0.0,0.0,0.0,2606.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,
a220806337897a,2021-10-30 00:00:00,6,0.0,3.0,3.0,847.0,0.35,5.0,0.0,1.0,1.0,284.0,0.35,1.0,0.0,0.0,2.0,,,,,,,,,4.4,14.0,4.0,4.5,0.0,4.6,17.0,,
a231708720073a,2022-10-08 00:00:00,1,0.0,0.0,0.0,1976.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,4.0,15.0,4.0,4.5,0.0,0.0,0.0,,
a550712836915a,2021-06-03 00:00:00,4,0.0,0.0,0.0,82.0,0.0,3.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,3.95,81.0,27.0,4.075,7.0,2.5,3.0,,
a7104076092a,2021-12-27 00:00:00,4,0.0,0.0,0.0,880.0,0.0,3.0,0.0,0.0,0.0,264.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,0.0,1.0,4.5,0.0,2.0,4.0,,
a1655402979a,2022-09-05 00:00:00,7,4.0,1.0,5.0,4991.0,0.1,5.0,0.0,0.0,0.0,513.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,4.1,3.0,1.0,,,0.0,0.0,5.0,2.0
a9731012819a,2022-05-20 00:00:00,69,0.0,0.0,0.0,14399.0,0.0,66.0,1.0,2.0,3.0,1044.0,0.29,4.0,,,,,,,,,,,,4.08,222.0,67.0,4.39473684210526,0.0,0.324444444444444,14.0,,
a8602259608a,2022-05-19 00:00:00,12,7.0,4.0,11.0,3617.0,0.3,10.0,0.0,0.0,0.0,105.0,0.0,2.0,,,,,,,,,,,,2.7,3.0,14.0,4.27272727272727,0.0,0.2,2.0,,
a1655097549a,2022-08-26 00:00:00,8,2.0,0.0,2.0,1707.0,0.12,8.0,0.0,0.0,0.0,264.0,0.0,1.0,,,,,,,,,,,,4.4,4440.0,995.0,4.33333333333333,0.0,3.06666666666667,19.0,,
a7411069403a,2022-08-26 00:00:00,4,0.0,0.0,0.0,1957.0,0.0,4.0,0.0,0.0,0.0,1108.0,0.0,1.0,,,,,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,,
a7203163476a,2022-01-22 00:00:00,7,0.0,0.0,0.0,426.0,0.0,7.0,1.0,0.0,1.0,364.0,0.27,2.0,,,,,,,,,,,,,0.0,0.0,4.25,0.0,0.0,0.0,,
a3435075328a,2022-08-26 00:00:00,3,0.0,0.0,0.0,311.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,1.0,,,,,,,,,,,,4.4,775.0,284.0,4.25,0.0,1.15,3.0,,
a5408148228a,2022-03-10 00:00:00,7,0.0,0.0,0.0,3628.0,0.0,7.0,0.0,0.0,0.0,375.0,0.0,2.0,,,,,,,,,,,,4.1,142.0,25.0,4.625,1.0,3.35,501.0,,
a744921046843a,2021-04-22 00:00:00,4,0.0,0.0,0.0,47.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,,,,,,,,,,,,,0.0,13.0,4.5,0.0,2.0,1.0,,
a6685169430a,2022-07-27 00:00:00,72,0.0,0.0,0.0,10982.0,0.0,68.0,0.0,0.0,0.0,156.0,0.0,2.0,,,,,,,,,,,,4.28,324.0,127.0,4.22727272727273,0.0,1.12424242424242,42.0,,
a7840463984a,2022-04-16 00:00:00,4,0.0,0.0,0.0,3665.0,0.0,4.0,0.0,0.0,0.0,525.0,0.0,2.0,,,,,,,,,,,,4.5,67.0,24.0,4.3,9.0,4.0,4.0,,
a7708708298a,2022-10-06 00:00:00,2,0.0,0.0,0.0,2801.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,4.7,40.0,28.0,,,0.0,0.0,,
a2208057049a,2022-10-02 00:00:00,2,0.0,0.0,0.0,314.0,0.0,2.0,0.0,0.0,0.0,355.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,4.5,0.0,0.0,0.0,,
a7728895536a,2022-09-18 00:00:00,3,0.0,0.0,0.0,1888.0,0.0,3.0,0.0,0.0,0.0,527.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,4.0,0.0,0.0,0.0,,
a672604195950a,2021-10-26 00:00:00,3,0.0,0.0,0.0,562.0,0.0,2.0,0.0,0.0,0.0,172.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,4.5,0.0,0.0,0.0,,
a7804199163a,2022-10-16 00:00:00,5,0.0,0.0,0.0,1009.0,0.0,5.0,0.0,0.0,0.0,191.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,,
a773127230808a,2022-11-04 00:00:00,3,5.0,1.0,6.0,2146.0,0.28,2.0,1.0,1.0,2.0,1073.0,0.19,2.0,0.0,0.0,3.0,,,,,,,,,4.3,22.0,13.0,,,3.0,2.0,,
a5507179259a,2022-09-18 00:00:00,2,0.0,0.0,0.0,655.0,0.0,2.0,0.0,0.0,0.0,96.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,4.5,0.0,0.0,0.0,,
a594102307751a,2022-06-30 00:00:00,3,0.0,0.0,0.0,1248.0,0.0,2.0,0.0,0.0,0.0,450.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,5.0,8.0
a6167090517a,2022-06-17 00:00:00,4,0.0,0.0,0.0,873.0,0.0,4.0,1.0,0.0,1.0,541.0,0.18,2.0,,,,,,,,,,,,,,,4.16666666666667,0.0,0.0,0.0,,
a7729460062a,2022-08-26 00:00:00,2,0.0,0.0,0.0,98.0,0.0,1.0,0.0,1.0,1.0,185.0,0.54,2.0,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,,
a7813253515a,2022-06-03 00:00:00,2,0.0,0.0,0.0,1505.0,0.0,2.0,0.0,2.0,2.0,1339.0,0.15,3.0,,,,,,,,,,,,3.9,5.0,1.0,,,0.0,0.0,,
a1435161534a,2022-03-10 00:00:00,6,0.0,0.0,0.0,362.0,0.0,6.0,0.0,0.0,0.0,361.0,0.0,2.0,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,,
a7805394946a,2022-10-22 00:00:00,2,0.0,0.0,0.0,940.0,0.0,2.0,0.0,0.0,0.0,2483.0,0.0,2.0,0.0,0.0,2.0,,,1.0,,,,,,,,,4.75,11.0,,,,
a5018189860a,2022-02-05 00:00:00,4,0.0,0.0,0.0,600.0,0.0,4.0,0.0,1.0,1.0,211.0,0.47,1.0,,,,,,,,,,,,4.2,22.0,7.0,,,0.0,0.0,,
a9705157624a,2022-10-23 00:00:00,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,417.0,0.0,1.0,0.0,0.0,3.0,,,1.0,,,,,,,,,,,0.0,0.0,,
a165712902383a,2022-10-16 00:00:00,9,0.0,1.0,1.0,6227.0,0.02,9.0,0.0,0.0,0.0,3407.0,0.0,2.0,,,,,,,,,,,,3.6,6.0,2.0,,,0.0,0.0,,
a7839098046a,2020-11-21 00:00:00,2,0.0,0.0,0.0,522.0,0.0,2.0,0.0,0.0,0.0,480.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,,,,,5.0,33.0
a7709462865a,2022-01-15 00:00:00,1,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,298.0,0.0,1.0,,,,,,,,,,,,4.5,14.0,2.0,,,0.0,0.0,,
a7729082090a,2022-06-04 00:00:00,474,7.0,23.0,30.0,103360.0,0.03,459.0,,,,,,,0.0,0.0,1.0,,,,,,,,,2.85,34611.0,9389.0,4.47317073170732,42.0,0.191743119266055,91.0,,
a7728854642a,2022-01-15 00:00:00,18,164.0,0.0,164.0,5022.0,3.27,17.0,0.0,0.0,0.0,670.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0
a7736315860a,2022-10-22 00:00:00,3,0.0,1.0,1.0,716.0,0.14,3.0,3.0,4.0,7.0,16254.0,0.04,4.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,
a244502124784a,2022-09-25 00:00:00,2,0.0,0.0,0.0,147.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,4.5,0.0,,,,
a665949080571a,2022-10-29 00:00:00,1,0.0,0.0,0.0,933.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,5.0,3.0
a480708942240a,2022-09-04 00:00:00,1,2.0,1.0,3.0,707.0,0.42,1.0,0.0,0.0,0.0,158.0,0.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,0.0,0.0,,
a7842192916a,2022-11-04 00:00:00,2,0.0,0.0,0.0,197.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,
a7718699370a,2020-03-23 00:00:00,4,0.0,0.0,0.0,471.0,0.0,3.0,,,,,,,,,,,,,,,,,,4.13,74.0,36.0,4.5,0.0,0.0,0.0,,
a771588111809a,2021-10-20 00:00:00,4,0.0,0.0,0.0,253.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,5.0,1.0,,
a2302029458a,2022-09-19 00:00:00,10,0.0,0.0,0.0,4065.0,0.0,10.0,0.0,0.0,0.0,646.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a162701066935a,2019-10-23 00:00:00,5,0.0,0.0,0.0,68.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,4.4,35.0
a1658047200a,2022-03-31 00:00:00,20,0.0,0.0,0.0,1416.0,0.0,18.0,,,,,,,,,,,,,,,,,,4.4,101.0,30.0,4.16666666666667,0.0,0.0,0.0,,
a9102265884a,2022-03-31 00:00:00,4,0.0,0.0,0.0,2827.0,0.0,4.0,0.0,0.0,0.0,1215.0,0.0,2.0,,,,,,,,,,,,4.2,6.0,3.0,,,,,,
a890603363483a,2022-10-16 00:00:00,1,0.0,0.0,0.0,787.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,,,1.0,,,,,,,,,,,,,,
a7718871430a,2022-06-14 00:00:00,5,0.0,0.0,0.0,84.0,0.0,4.0,,,,,,,,,,,,,,,,,,,0.0,1.0,4.5,0.0,0.0,0.0,,
a7827004484a,2022-05-21 00:00:00,61,1.0,27.0,28.0,25805.0,0.11,60.0,,,,,,,,,,,,,,,,,,4.29,259.0,43.0,4.5,0.0,0.0,0.0,,
a5040154711a,2021-10-19 00:00:00,2,0.0,0.0,0.0,453.0,0.0,2.0,0.0,0.0,0.0,710.0,0.0,4.0,0.0,0.0,2.0,,,2.0,,,,,,,,,,,,,,
a3250533092a,2022-08-26 00:00:00,4,0.0,0.0,0.0,1986.0,0.0,4.0,,,,,,,,,,,,,,,,,,4.4,40.0,18.0,4.5,0.0,0.0,0.0,,
a7724044189a,2021-08-06 00:00:00,77,5.0,0.0,5.0,22110.0,0.02,72.0,,,,,,,,,,,,,,,,,,4.68,10139.0,3572.0,5.0,8.0,0.344827586206897,6.0,,
a9718147503a,2021-11-27 00:00:00,4,5.0,2.0,7.0,1230.0,0.57,4.0,0.0,0.0,0.0,243.0,0.0,2.0,,,,,,,,,,,,,,,4.0,0.0,,,,
a7713796596a,2022-06-02 00:00:00,12,0.0,0.0,0.0,2588.0,0.0,10.0,,,,,,,,,,,,,,,,,,4.3,31.0,12.0,4.3,0.0,0.0,0.0,,
a0245962559a,2020-01-30 00:00:00,4,0.0,0.0,0.0,35.0,0.0,3.0,,,,,,,,,,,,,,,,,,4.2,10.0,4.0,4.16666666666667,0.0,2.5,1.0,,
a311601930624a,2022-10-04 00:00:00,5,0.0,0.0,0.0,1308.0,0.0,5.0,0.0,0.0,0.0,238.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,4.6,205.0,75.0,4.0,0.0,0.0,0.0,5.0,9.0
a7721546864a,2022-10-22 00:00:00,1195,325.0,436.0,761.0,884771.0,0.09,1166.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,10.0,,,4.0,,,,,,4.53,2656.0,802.0,4.22222222222222,0.0,0.0716417910447761,403.0,,
a2310031475a,2020-03-10 00:00:00,5871,33.0,42.0,75.0,166846.0,0.04,4808.0,0.0,0.0,0.0,8.0,0.0,3.0,,,,,,,,,,,,4.12,15792.0,4259.0,4.25660377358491,78.0,0.207920792079208,203.0,,0.0
a7724709637a,2022-07-27 00:00:00,17,16.0,0.0,16.0,20767.0,0.08,14.0,1.0,1.0,2.0,1011.0,0.2,3.0,0.0,0.0,4.0,,,,,,,,,4.33,5334.0,6859.0,4.16724137931034,63.0,0.759375,89.0,,
a6317110797a,2019-07-13 00:00:00,7,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,4.13,43.0,34.0,3.79,10.0,2.0,3.0,,
a5507188503a,2022-04-26 00:00:00,6,0.0,0.0,0.0,466.0,0.0,6.0,0.0,1.0,1.0,450.0,0.22,2.0,0.0,0.0,2.0,,,,,,,,,4.2,11.0,7.0,4.5,0.0,5.0,6.0,,
a661300214592a,2022-11-04 00:00:00,11,5.0,0.0,5.0,2551.0,0.2,11.0,0.0,0.0,0.0,474.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,4.56,134.0,66.0,4.25,0.0,4.26666666666667,100.0,,
a4011021017a,2022-02-24 00:00:00,3,0.0,0.0,0.0,152.0,0.0,3.0,0.0,0.0,0.0,319.0,0.0,2.0,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,,
a166016261352a,2022-07-22 00:00:00,7,0.0,0.0,0.0,8635.0,0.0,7.0,0.0,0.0,0.0,2111.0,0.0,2.0,,,,,,,,,,,,4.4,55.0,19.0,4.33333333333333,0.0,2.23333333333333,4.0,,
a3525206529a,2022-01-15 00:00:00,5,0.0,0.0,0.0,2503.0,0.0,3.0,0.0,0.0,0.0,1897.0,0.0,2.0,,,,,,,,,,,,,,,4.25,0.0,0.0,0.0,4.2,13.0
a2538057551a,2021-12-22 00:00:00,6,0.0,0.0,0.0,2066.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,4.5,0.0,0.0,0.0,,
a7448066335a,2022-08-05 00:00:00,3,0.0,0.0,0.0,3743.0,0.0,2.0,0.0,0.0,0.0,129.0,0.0,1.0,,,,,,,,,,,,4.15,269.0,87.0,4.38,32.0,2.86,56.0,,
a7726350939a,2022-05-28 00:00:00,12,0.0,0.0,0.0,4672.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,3.975,7.0,0.0,0.0,,0.0
a4025051597a,2022-07-26 00:00:00,4,0.0,0.0,0.0,486.0,0.0,4.0,0.0,0.0,0.0,113.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,4.5,0.0,0.0,0.0,,
a7728274232a,2022-03-16 00:00:00,8,0.0,0.0,0.0,2265.0,0.0,8.0,0.0,0.0,0.0,138.0,0.0,1.0,,,,,,,,,,,,4.29,102.0,27.0,4.25,0.0,0.0,0.0,,
a2466100597a,2022-02-04 00:00:00,31,0.0,2.0,2.0,4422.0,0.05,29.0,0.0,0.0,0.0,104.0,0.0,2.0,,,,,,,,,,,,3.93,106.0,25.0,4.33333333333333,1.0,1.5875,35.0,,
a344790394875a,2022-09-27 00:00:00,4,3.0,3.0,6.0,2068.0,0.29,3.0,1.0,1.0,2.0,627.0,0.32,2.0,0.0,0.0,2.0,,,,0.0,,,,,,,,4.0,0.0,0.0,0.0,,
a4824094798a,2022-02-24 00:00:00,4,0.0,0.0,0.0,483.0,0.0,4.0,0.0,0.0,0.0,232.0,0.0,2.0,,,,,,,,,,,,4.6,166.0,56.0,4.5,0.0,0.833333333333333,2.0,,
a7721040281a,2022-07-12 00:00:00,96,7.0,19.0,26.0,34180.0,0.08,92.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,3.54,2995.0,1097.0,4.0,16.0,0.258823529411765,11.0,,
a184104118551a,2022-11-04 00:00:00,2,231.0,20.0,251.0,1980.0,12.68,2.0,9.0,1.0,10.0,522.0,1.92,3.0,0.0,0.0,8.0,,,,,,,,,,,,4.0,0.0,0.0,0.0,,
a780231066376a,2022-10-30 00:00:00,2,0.0,0.0,0.0,3856.0,0.0,2.0,0.0,0.0,0.0,2417.0,0.0,2.0,0.0,0.0,7.0,,,,,,,,,,,,4.0,0.0,0.0,0.0,,
a7839108343a,2021-11-11 00:00:00,4,0.0,0.0,0.0,671.0,0.0,4.0,0.0,0.0,0.0,520.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,4.5,0.0,0.0,0.0,,
a5406589700a,2022-10-02 00:00:00,3,0.0,0.0,0.0,2276.0,0.0,3.0,0.0,0.0,0.0,1154.0,0.0,3.0,0.0,0.0,2.0,,,,,,,,,,,,4.125,0.0,0.0,0.0,,
a772153670200a,2022-11-01 00:00:00,4,1.0,0.0,1.0,2097.0,0.05,4.0,0.0,0.0,0.0,1067.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,4.9,9.0,0.0,0.0,,
a100100912758a,2022-11-03 00:00:00,3,0.0,0.0,0.0,1409.0,0.0,3.0,0.0,0.0,0.0,332.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,4.25,0.0,0.0,0.0,,
a9718104958a,2022-08-29 00:00:00,1,0.0,0.0,0.0,216.0,0.0,1.0,0.0,0.0,0.0,265.0,0.0,2.0,,,,,,,,,,,,3.9,23.0,7.0,,,0.0,0.0,,
a4345242505a,2020-11-20 00:00:00,6,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,1.0,,,,,,,,,,,,,,,4.16666666666667,0.0,0.0,0.0,,
a7724748788a,2022-07-20 00:00:00,2,0.0,0.0,0.0,230.0,0.0,2.0,0.0,0.0,0.0,161.0,0.0,1.0,,,,,,,,,,,,4.3,13.0,5.0,,,0.0,0.0,,
a8603220258a,2022-08-26 00:00:00,7,0.0,0.0,0.0,1039.0,0.0,6.0,0.0,0.0,0.0,709.0,0.0,3.0,,,,,,,,,,,,,,,4.25,0.0,0.0,0.0,,
a5501228710a,2021-11-08 00:00:00,4,0.0,0.0,0.0,432.0,0.0,4.0,0.0,0.0,0.0,288.0,0.0,3.0,,,,,,,,,,,,4.3,28.0,13.0,,,3.5,23.0,,
a7017431583a,2021-11-02 00:00:00,3,0.0,0.0,0.0,837.0,0.0,3.0,0.0,0.0,0.0,94.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,4.0,0.0,,,,
a7724432248a,2022-08-26 00:00:00,11,0.0,0.0,0.0,7118.0,0.0,10.0,0.0,0.0,0.0,300.0,0.0,2.0,,,,,,,,,,,,4.63,231.0,78.0,,,1.0,1.0,,
a6167137081a,2022-07-27 00:00:00,4,0.0,0.0,0.0,5140.0,0.0,4.0,0.0,0.0,0.0,338.0,0.0,2.0,,,,,,,,,,,,4.7,50.0,26.0,,,0.0,0.0,,
a3232005653a,2021-08-12 00:00:00,4,0.0,0.0,0.0,1367.0,0.0,2.0,0.0,0.0,0.0,108.0,0.0,2.0,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,,
a1650087089a,2022-01-15 00:00:00,4,0.0,0.0,0.0,2089.0,0.0,4.0,0.0,0.0,0.0,927.0,0.0,2.0,,,,,,,,,,,,,,,4.3,0.0,1.21666666666667,43.0,,
a9701166716a,2022-10-25 00:00:00,1,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,321.0,0.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,0.0,0.0,,
a9723022771a,2022-10-23 00:00:00,3,0.0,0.0,0.0,2255.0,0.0,2.0,0.0,0.0,0.0,984.0,0.0,4.0,0.0,0.0,7.0,,,,,,,,,,,,,,0.0,0.0,,
a5032297755a,2022-10-28 00:00:00,4,0.0,0.0,0.0,3477.0,0.0,3.0,0.0,0.0,0.0,679.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,3.8,106.0,54.0,,,,,,
a311402410780a,2021-06-03 00:00:00,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,0.0,1.0,,,,,,
a3808139513a,2022-09-28 00:00:00,2,0.0,0.0,0.0,96.0,0.0,2.0,0.0,0.0,0.0,169.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,
a5906110731a,2022-04-15 00:00:00,1,0.0,0.0,0.0,56.0,0.0,1.0,1.0,0.0,1.0,332.0,0.3,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a7842144013a,2022-08-26 00:00:00,2,0.0,0.0,0.0,1363.0,0.0,2.0,,,,,,,,,,,,,,,,,,4.5,92.0,34.0,4.5,0.0,0.0,0.0,,
a7606076748a,2020-01-14 00:00:00,24,0.0,0.0,0.0,300.0,0.0,20.0,,,,,,,,,,,,,,,,,,4.38,1461.0,344.0,4.5,16.0,0.0,0.0,,
a632134300728a,2020-04-02 00:00:00,3,0.0,0.0,0.0,342.0,0.0,3.0,0.0,0.0,0.0,60.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a7726696648a,2018-09-25 00:00:00,7,0.0,0.0,0.0,15.0,0.0,5.0,,,,,,,,,,,,,,,,,,4.4,709.0,234.0,3.9,3.0,4.7,9.0,,
a5406994296a,2022-08-29 00:00:00,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,975.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a2130000012a,2019-01-30 00:00:00,16,0.0,0.0,0.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,4.01,32.0,10.0,4.66666666666667,5.0,0.0,0.0,,
a0276118761a,2022-08-29 00:00:00,6,0.0,1.0,1.0,2921.0,0.03,6.0,0.0,0.0,0.0,626.0,0.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,
a7736247137a,2020-12-18 00:00:00,8,194.0,36.0,230.0,282556.0,0.08,6.0,,,,,,,,,,,,,,,,,,0.0,161.0,74.0,5.0,1.0,0.0410958904109589,2.0,,
a6319060894a,2022-07-12 00:00:00,75,0.0,3.0,3.0,16741.0,0.02,65.0,,,,,,,,,,,,,,,,,,4.54,6734.0,2336.0,4.27692307692308,10.0,0.717073170731707,44.0,,
a7805656609a,2021-10-30 00:00:00,2,0.0,0.0,0.0,26.0,0.0,2.0,,,,,,,,,,,,,,,,,,2.7,9.0,0.0,4.25,0.0,0.0,0.0,,
a7806525447a,2022-06-01 00:00:00,4,0.0,0.0,0.0,193.0,0.0,3.0,0.0,0.0,0.0,353.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a781605176788a,2022-10-16 00:00:00,3,0.0,1.0,1.0,1433.0,0.07,3.0,0.0,2.0,2.0,850.0,0.24,4.0,0.0,0.0,2.0,,,9.0,,,,,,,,,,,,,,
a220418725829a,2022-11-04 00:00:00,1,0.0,0.0,0.0,794.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,3.0,,,1.0,,,,,,,,,,,,,,
a6319170262a,2022-10-23 00:00:00,22,4.0,0.0,4.0,7224.0,0.06,21.0,0.0,0.0,0.0,118.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,4.62,48.0,18.0,5.0,2.0,0.454545454545455,3.0,5.0,2.0
a230811839828a,2022-10-31 00:00:00,21,9.0,0.0,9.0,5423.0,0.17,21.0,3.0,0.0,3.0,1927.0,0.16,2.0,0.0,0.0,7.0,,,,,,,,,4.27,73.0,44.0,4.10714285714286,1.0,0.166666666666667,3.0,,
a710709150080a,2021-06-03 00:00:00,3,0.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,4.1,17.0,8.0,4.375,0.0,0.0,0.0,,
a1215213441a,2022-10-13 00:00:00,20,0.0,0.0,0.0,4877.0,0.0,16.0,0.0,0.0,0.0,327.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,4.31,495.0,151.0,4.28571428571429,0.0,0.0,0.0,,
a772168146102a,2021-06-03 00:00:00,2,0.0,0.0,0.0,258.0,0.0,2.0,0.0,0.0,0.0,415.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,5.0,245.0,173.0,4.5,0.0,0.0,0.0,,
a6166010558a,2022-10-05 00:00:00,65,0.0,0.0,0.0,22150.0,0.0,62.0,0.0,0.0,0.0,94.0,0.0,1.0,,,,,,,,,,,,4.0,111.0,40.0,4.6,21.0,0.0,0.0,,0.0
a440131149219a,2022-10-22 00:00:00,5,0.0,2.0,2.0,3003.0,0.07,5.0,0.0,0.0,0.0,224.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,4.3,8.0,5.0,4.5,0.0,0.0,0.0,,
a7453276218a,2022-08-29 00:00:00,8,0.0,0.0,0.0,810.0,0.0,7.0,0.0,16.0,16.0,232.0,6.9,1.0,,,,,,,,,,,,4.3,17.0,11.0,4.5,0.0,1.0,1.0,,
a2801194672a,2022-08-26 00:00:00,5,0.0,1.0,1.0,10709.0,0.01,5.0,0.0,0.0,0.0,1331.0,0.0,2.0,,,,,,,,,,,,4.4,9.0,6.0,4.25,0.0,2.5,74.0,,
a3810050460a,2022-04-28 00:00:00,9,0.0,0.0,0.0,1349.0,0.0,9.0,0.0,0.0,0.0,537.0,0.0,1.0,,,,,,,,,,,,4.0,10.0,2.0,4.5,0.0,1.25,1.0,,
